Date,Price,Open,High,Low,Vol.,Change %
2020-01-01,145.5,145.5,145.5,145.5,,0.0012
2020-01-02,144.65,145.48,145.85,142.77,4060.0,-0.0058
2020-01-03,143.35,144.13,144.32,143.27,1600.0,-0.009
2020-01-06,147.43,143.73,147.82,143.4,5670.0,0.0284
2020-01-07,145.9,147.0,147.27,145.25,2220.0,-0.0103
2020-01-08,146.82,145.9,147.1,145.55,1750.0,0.0063
2020-01-09,146.93,146.6,147.52,146.15,1550.0,0.0007
2020-01-10,147.6,146.68,147.8,146.1,1420.0,0.0046
2020-01-13,146.02,147.25,147.25,145.8,1710.0,-0.0107
2020-01-14,145.9,145.9,146.2,145.27,1150.0,-0.0009
2020-01-15,145.43,145.9,146.63,144.6,2650.0,-0.0033
2020-01-16,145.43,145.68,145.75,143.4,1230.0,0.0
2020-01-17,145.35,145.15,145.57,144.57,440.0,-0.0005
2020-01-21,145.07,145.15,145.25,144.63,680.0,-0.0019
2020-01-22,143.93,145.0,145.0,143.85,730.0,-0.0079
2020-01-23,142.77,144.13,144.5,142.73,1120.0,-0.008
2020-01-24,141.85,142.77,143.13,141.73,990.0,-0.0065
2020-01-27,141.9,142.0,142.4,141.8,830.0,0.0004
2020-01-28,142.05,141.77,142.4,141.77,580.0,0.0011
2020-01-29,142.1,142.38,142.5,141.88,300.0,0.0004
2020-01-30,142.45,142.3,142.52,142.25,270.0,0.0025
2020-01-31,136.07,135.65,137.77,135.45,7060.0,-0.0448
2020-02-03,136.65,136.35,137.3,133.65,11250.0,0.0042
2020-02-04,137.5,137.1,138.07,136.4,8180.0,0.0062
2020-02-05,135.68,137.9,138.07,135.5,5650.0,-0.0133
2020-02-06,135.9,135.9,136.95,135.27,4420.0,0.0017
2020-02-07,135.2,135.93,136.07,135.0,5850.0,-0.0052
2020-02-10,135.7,134.93,135.82,134.38,7610.0,0.0037
2020-02-11,134.68,135.65,136.9,134.52,6960.0,-0.0076
2020-02-12,135.05,134.85,135.52,134.18,5880.0,0.0028
2020-02-13,136.32,135.02,136.77,134.2,7810.0,0.0094
2020-02-14,138.52,136.77,139.65,136.77,8410.0,0.0161
2020-02-18,139.3,139.1,139.55,138.68,4430.0,0.0056
2020-02-19,140.77,139.5,140.95,139.05,5860.0,0.0106
2020-02-20,140.8,140.95,141.32,139.52,5140.0,0.0002
2020-02-21,140.2,140.7,140.93,139.65,6240.0,-0.0043
2020-02-24,136.02,137.9,138.02,135.7,6750.0,-0.0298
2020-02-25,132.98,136.7,137.23,131.77,6250.0,-0.0224
2020-02-26,134.07,133.48,135.38,133.0,3810.0,0.0083
2020-02-27,132.57,132.43,134.48,129.57,4110.0,-0.0112
2020-02-28,131.27,130.0,134.45,128.73,4060.0,-0.0098
2020-03-02,133.73,132.9,135.75,132.23,2340.0,0.0187
2020-03-03,133.52,134.75,136.02,133.05,2720.0,-0.0015
2020-03-04,134.85,134.63,135.5,134.0,2100.0,0.0099
2020-03-05,133.63,134.0,134.7,133.05,1100.0,-0.0091
2020-03-06,130.7,132.45,132.88,130.3,1570.0,-0.0219
2020-03-09,126.2,126.2,129.8,126.2,1870.0,-0.0344
2020-03-10,127.75,128.2,131.3,127.13,1310.0,0.0123
2020-03-11,123.32,127.5,128.0,123.25,1220.0,-0.0346
2020-03-12,118.82,120.88,120.88,118.82,1400.0,-0.0365
2020-03-13,113.0,122.5,123.95,112.07,2230.0,-0.049
2020-03-16,108.5,108.5,116.78,108.5,1180.0,-0.0398
2020-03-17,113.55,109.68,115.25,109.68,840.0,0.0465
2020-03-18,112.57,113.55,118.05,112.05,1040.0,-0.0086
2020-03-19,117.07,117.05,117.07,115.5,290.0,0.04
2020-03-20,120.72,119.5,123.82,118.53,1020.0,0.0312
2020-03-23,125.22,123.72,125.22,123.72,540.0,0.0373
2020-03-24,130.23,129.3,130.73,127.03,1290.0,0.0399
2020-03-25,132.07,130.0,132.57,130.0,940.0,0.0142
2020-03-26,130.8,132.0,132.13,130.5,350.0,-0.0097
2020-03-27,120.6,123.0,123.32,120.6,1510.0,-0.078
2020-03-30,120.05,119.63,122.0,117.63,1860.0,-0.0046
2020-03-31,121.93,120.05,123.05,116.6,1330.0,0.0156
2020-04-01,117.43,118.5,119.22,117.43,800.0,-0.0369
2020-04-02,110.68,116.28,116.28,110.68,1500.0,-0.0575
2020-04-03,108.25,110.13,115.97,106.55,1150.0,-0.0219
2020-04-06,110.43,105.07,112.57,103.95,930.0,0.0201
2020-04-07,114.93,113.5,114.93,113.5,480.0,0.0408
2020-04-08,119.88,117.38,121.68,117.38,1960.0,0.0431
2020-04-09,119.53,118.0,120.2,116.57,820.0,-0.0029
2020-04-10,118.72,118.72,118.72,118.72,,-0.0067
2020-04-13,115.03,115.15,116.13,115.03,370.0,-0.0311
2020-04-14,116.4,113.78,119.3,112.43,550.0,0.012
2020-04-15,115.8,116.0,117.05,114.07,810.0,-0.0052
2020-04-16,118.25,116.85,120.3,116.75,540.0,0.0212
2020-04-17,119.53,120.15,121.1,118.2,460.0,0.0108
2020-04-20,118.32,119.95,120.75,117.9,270.0,-0.01
2020-04-21,117.9,116.85,118.25,115.0,400.0,-0.0036
2020-04-22,118.47,119.0,119.6,117.5,250.0,0.0049
2020-04-23,119.43,118.25,121.2,118.05,500.0,0.008
2020-04-24,119.8,119.4,120.13,118.32,270.0,0.0031
2020-04-27,120.4,120.25,121.88,119.5,240.0,0.005
2020-04-28,119.63,119.75,120.47,119.4,260.0,-0.0064
2020-04-29,119.55,119.7,119.9,119.35,110.0,-0.0006
2020-04-30,119.18,119.3,119.3,118.95,120.0,-0.0031
2020-05-01,117.82,117.72,120.8,117.0,1500.0,-0.0113
2020-05-04,119.07,118.7,119.5,118.07,870.0,0.0106
2020-05-05,119.6,119.57,119.7,116.1,1150.0,0.0044
2020-05-06,124.1,119.1,124.1,118.8,1530.0,0.0376
2020-05-07,130.27,125.13,130.85,125.13,2530.0,0.0498
2020-05-08,127.9,130.18,130.38,127.65,1240.0,-0.0182
2020-05-11,123.65,128.02,128.25,123.47,900.0,-0.0332
2020-05-12,127.3,123.9,127.6,123.78,730.0,0.0295
2020-05-13,125.3,127.15,127.47,124.93,600.0,-0.0157
2020-05-14,123.8,125.0,125.55,123.53,600.0,-0.012
2020-05-15,124.72,124.35,125.43,123.8,780.0,0.0075
2020-05-18,126.6,126.18,127.0,125.5,650.0,0.015
2020-05-19,127.43,127.15,127.5,126.9,590.0,0.0065
2020-05-20,126.0,127.15,127.7,125.85,1140.0,-0.0112
2020-05-21,126.03,126.0,126.03,125.85,250.0,0.0002
2020-05-22,128.8,128.7,129.98,128.5,2500.0,0.022
2020-05-26,133.3,129.77,133.3,129.6,3970.0,0.0349
2020-05-27,134.02,134.2,135.0,133.02,3140.0,0.0054
2020-05-28,135.5,134.2,136.02,133.3,4050.0,0.011
2020-05-29,135.35,135.48,135.75,132.6,5960.0,-0.0011
2020-06-01,136.13,134.4,136.73,132.52,4880.0,0.0057
2020-06-02,133.43,135.77,136.35,133.18,4480.0,-0.0198
2020-06-03,134.23,134.0,134.57,132.6,3580.0,0.006
2020-06-04,134.73,133.68,135.32,133.63,2920.0,0.0037
2020-06-05,134.18,135.25,135.5,133.35,3360.0,-0.0041
2020-06-08,133.07,134.07,134.32,132.68,2620.0,-0.0082
2020-06-09,134.25,132.75,134.88,131.52,3130.0,0.0088
2020-06-10,132.68,134.23,134.75,131.57,3530.0,-0.0117
2020-06-11,132.18,131.4,132.35,130.13,3910.0,-0.0038
2020-06-12,131.1,132.35,133.5,130.65,3360.0,-0.0081
2020-06-15,131.18,130.48,131.75,128.68,4900.0,0.0006
2020-06-16,132.88,132.18,133.0,131.43,3190.0,0.013
2020-06-17,133.57,132.3,133.85,131.7,3060.0,0.0053
2020-06-18,132.98,133.75,133.75,132.45,2130.0,-0.0045
2020-06-19,132.55,132.5,133.55,132.13,2320.0,-0.0032
2020-06-22,131.75,131.15,132.68,131.13,3490.0,-0.006
2020-06-23,133.2,131.63,135.38,131.02,6960.0,0.011
2020-06-24,132.88,133.2,134.45,131.8,3900.0,-0.0024
2020-06-25,133.25,132.95,134.4,132.43,3070.0,0.0028
2020-06-26,132.6,132.98,133.57,132.13,3520.0,-0.0049
2020-06-29,133.5,132.73,133.9,130.45,4730.0,0.0068
2020-06-30,132.85,133.48,135.68,132.27,7250.0,-0.0049
2020-07-01,133.07,132.9,133.95,130.77,5060.0,0.0017
