Date,Price,Open,High,Low,Vol.,Change %
2021-12-09,719.5,711.0,711.0,688.0,30.0,-0.0171
2021-12-10,718.0,696.25,700.0,689.25,60.0,-0.0021
2021-12-13,711.25,720.0,721.5,720.0,0.0,-0.0094
2021-12-14,711.25,687.5,700.0,687.5,0.0,0.0
2021-12-15,711.0,715.0,717.75,710.0,220.0,-0.0004
2021-12-16,711.75,712.0,714.5,706.0,220.0,0.0011
2021-12-17,702.25,711.0,713.0,697.75,300.0,-0.0133
2021-12-20,662.25,699.5,704.75,662.25,860.0,-0.057
2021-12-21,666.75,661.5,676.0,650.0,630.0,0.0068
2021-12-22,693.5,668.0,695.0,667.0,610.0,0.0401
2021-12-23,707.0,694.25,709.5,686.0,390.0,0.0195
2021-12-24,694.5,694.6,694.6,694.5,,-0.0177
2021-12-27,724.0,709.5,725.0,708.75,430.0,0.0425
2021-12-28,702.5,721.0,724.75,702.0,220.0,-0.0297
2021-12-29,695.25,701.0,704.0,693.0,200.0,-0.0103
2021-12-30,686.5,694.25,696.25,674.0,310.0,-0.0126
2021-12-31,683.0,690.75,692.0,677.75,100.0,-0.0051
2022-01-03,680.75,689.25,691.0,675.25,280.0,-0.0033
2022-01-04,692.0,683.75,694.25,677.75,240.0,0.0165
2022-01-05,685.0,694.0,694.0,680.25,120.0,-0.0101
2022-01-06,670.5,685.25,685.25,663.5,530.0,-0.0212
2022-01-07,668.25,666.75,671.75,660.0,320.0,-0.0034
2022-01-10,664.0,668.5,677.25,658.0,290.0,-0.0064
2022-01-11,656.0,661.0,663.75,655.25,230.0,-0.012
2022-01-12,646.0,657.25,658.25,642.5,400.0,-0.0152
2022-01-13,623.0,643.25,644.0,621.0,710.0,-0.0356
2022-01-14,609.0,622.5,622.5,600.75,560.0,-0.0225
2022-01-18,646.75,610.0,648.0,606.0,660.0,0.062
2022-01-19,655.5,648.0,666.25,644.75,770.0,0.0135
2022-01-20,641.0,659.75,662.0,638.25,350.0,-0.0221
2022-01-21,623.0,641.0,644.0,615.75,510.0,-0.0281
2022-01-24,631.25,621.75,639.5,621.5,220.0,0.0132
2022-01-25,652.5,630.0,659.5,627.5,300.0,0.0337
2022-01-26,657.25,650.5,659.75,635.5,180.0,0.0073
2022-01-27,655.0,658.5,664.0,647.0,210.0,-0.0034
2022-01-28,675.5,654.75,678.0,645.25,540.0,0.0313
2022-01-31,695.5,675.0,715.5,675.0,870.0,0.0296
2022-02-01,715.0,699.75,722.25,686.0,430.0,0.028
2022-02-02,725.0,719.0,730.0,709.5,390.0,0.014
2022-02-03,728.25,727.75,737.5,724.0,270.0,0.0045
2022-02-04,731.0,728.0,735.5,725.25,260.0,0.0038
2022-02-07,736.0,734.25,737.75,715.0,350.0,0.0068
2022-02-08,745.75,739.25,747.0,733.75,350.0,0.0132
2022-02-09,772.25,741.25,774.0,741.25,380.0,0.0355
2022-02-10,756.25,769.5,779.5,744.0,480.0,-0.0207
2022-02-11,749.75,762.0,764.0,738.25,250.0,-0.0086
2022-02-14,745.5,743.25,765.0,736.75,260.0,-0.0057
2022-02-15,719.25,744.0,744.0,715.25,420.0,-0.0352
2022-02-16,719.25,716.75,731.75,710.0,430.0,0.0
2022-02-17,715.0,721.5,730.0,712.5,470.0,-0.0059
2022-02-18,689.5,716.25,717.75,685.25,490.0,-0.0357
2022-02-22,680.25,699.75,700.0,649.5,530.0,-0.0134
2022-02-23,678.75,695.0,702.75,665.0,240.0,-0.0022
2022-02-24,656.0,678.25,718.75,654.0,300.0,-0.0335
2022-02-25,644.25,655.5,669.5,635.25,70.0,-0.0179
2022-02-28,695.75,692.0,699.75,687.75,30.0,0.0799
2022-03-01,731.0,700.0,738.5,700.0,40.0,0.0507
2022-03-02,716.0,715.25,715.25,715.0,10.0,-0.0205
2022-03-03,726.25,741.25,741.25,741.25,0.0,0.0143
2022-03-04,725.25,594.25,612.75,580.25,30.0,-0.0014
2022-03-07,702.0,602.5,610.0,570.0,40.0,-0.0321
2022-03-08,702.75,583.0,595.25,565.0,60.0,0.0011
2022-03-09,695.5,740.0,740.0,740.0,0.0,-0.0103
